id;properties.prefLabel.fi;properties.prefLabel.sv;properties.prefLabel.en;properties.altLabel.fi;properties.altLabel.sv;properties.altLabel.en;properties.avoidableLabel.fi;properties.avoidableLabel.sv;properties.avoidableLabel.en;properties.deprecatedLabel.fi;properties.deprecatedLabel.sv;properties.deprecatedLabel.en;properties.definition.fi;properties.definition.sv;properties.definition.en;properties.note.fi;properties.note.sv;properties.note.en;properties.scopeNote.fi;properties.scopeNote.sv;properties.scopeNote.en;references.status.id;references.broader.id;references.related.id;references.partOf.id
51175697-dada-4418-bc40-f26bc674b287;hoitovastuu;vårdansvar;;;;;;;;;;;terveydenhuollon palvelunantajan tai yksittäisen ammattihenkilön vastuu hoidon tarpeen arvioinnista ja sen perusteella terveydenhuollon asiakkaalle tai potilaalle annettavasta, tavoitteiden mukaisesta hoidosta;ansvar hos tjänstetillhandahållaren eller en enskild yrkesutbildad person inom hälso- och sjukvården för bedömning av vårdbehovet och den vård enligt målen som ska ges till patienten eller kunden inom hälso- och sjukvården utifrån bedömningen;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|915fb516-c23d-4e38-a44f-15b16ea20759|1ed31eb3-c505-4400-8125-090428de63f2|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|088ea7da-e212-4d38-abcb-e7eaa8e9088a;
012b2f21-e26e-4c37-9a7d-e0d227731bbf;itsehoito;självvård;;;;;;egenvård;;;;;henkilön oma-aloitteinen toiminta terveydentilansa ja hyvinvointinsa arvioimiseksi, edistämiseksi ja ylläpitämiseksi;personens aktivitet på eget initiativ för bedömning, främjande, och upprätthållande av sitt hälsotillstånd och välbefinnande;;Itsehoitoon ei liity asiakas- tai hoitosuhdetta sosiaali- tai terveydenhuollon palvelunantajaan tai ammattihenkilöön.|Ks. myös ohjattu omahoito.;Självvård innefattar inte en kund- eller vårdrelation mellan en tjänstetillhandahållare eller yrkesutbildad person inom social- och hälsovården och patienten.|Se också assisterad egenvård.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;;
5b584098-3c00-49d5-9132-8be37f5bc316;keskeiset terveystiedot;de centrala hälso- och sjukvårdsuppgifterna;;keskeiset potilastiedot;de centrala patientuppgifterna;;keskeiset hoitotiedot;de centrala vårduppgifterna;;;;;terveydenhuollon asiakkaan tai potilaan terveyteen ja hoitoon liittyvät tarpeelliset ja välttämättömät potilastiedot;behövliga och nödvändiga patientuppgifter förknippade med hälsan och vården för en patient eller kund inom hälso- och sjukvården;;Tiedonhallintapalvelun koosteen keskeisiä terveystietoja ovat muun muassa diagnoosit, riskitiedot, lääkitystiedot, rokotustiedot, laboratoriotutkimustulokset, toimenpiteet, kuvantamistutkimukset, fysiologiset mittaustulokset ja toimintakykytiedot.;Centrala hälso- och sjukvårdsuppgifter i en sammanställning i Informationshanteringstjänsten omfattar bland annat diagnoser, riskuppgifter, medicineringsuppgifter, vaccinationsuppgifter, resultat av laboratorieundersökningar, uppgifter om åtgärder och bilddiagnostiska undersökningar, resultat av fysiologiska mätningar samt uppgifter om funktionsförmåga.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2|fb2eced2-b34b-432c-b173-3be5f1313e54|01210070-0793-4b27-aebb-b86fdff89850;01210070-0793-4b27-aebb-b86fdff89850
a54c14ab-af92-418b-a15b-954c35819b1e;konsultaatiopyyntö;konsultationsbegäran;;;;;konsultaatio;konsultation;;;;;sosiaali- tai terveydenhuollon ammattihenkilön pyyntö toiselle ammattihenkilölle saada neuvontaa terveydenhuollon asiakasta tai potilasta koskevassa asiassa;begäran av en yrkesutbildad person inom social- eller hälsovården till en annan yrkesutbildad person om att få råd i ett ärende som gäller en patient eller kund inom hälso- och sjukvården;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc;
b15e17d5-d8f8-4f42-9a84-7207b9488c2e;konsultaatiovastaus;konsultationssvar;;;;;konsultaatio;konsultation;;;;;sosiaali- tai terveydenhuollon ammattihenkilön pyynnöstä antama neuvonta toiselle ammattihenkilölle terveydenhuollon asiakasta tai potilasta koskevassa asiassa;råd som ges av en yrkesutbildad person inom social- eller hälsovården på begäran till en annan yrkesutbildad person i ett ärende som gäller en patient eller kund inom hälso- och sjukvården;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|11bab8bd-ca36-40ef-b1f2-fcce285a01e5;
13f86b87-a2c4-4023-9903-ce5f6b827ff8;kontakti;kontakt;;> hoitokontakti;> vårdkontakt;;;;;;;;sosiaali- tai terveydenhuollon ammattihenkilön ja asiakkaan tai potilaan tai tämän edustajan välinen vuorovaikutustilanne asiakasta tai potilasta koskevan asian tai terveysongelman käsittelemiseksi;växelverkan mellan en yrkesutbildad person inom social- eller hälsovården och kunden eller patienten eller hans eller hennes företrädare för behandling av ett ärende eller ett hälsoproblem som gäller kunden eller patienten;;Terveydenhuollossa palvelutapahtumat ja hoitotapahtumat (hoitojaksot, käynnit, etäasiointitapahtumat) voivat sisältää joko yhden tai useita eri kontakteja ammattihenkilön ja asiakkaan tai potilaan välillä.|Kontakteja voidaan eritellä erilaisten jaotteluperusteiden ja ominaisuuksien mukaisesti, esim. lähi- ja etäkontaktit, reaaliaikaiset ja ei-reaaliaikaiset kontaktit, lyhytkestoiset ja pitkäkestoiset kontaktit, kertaluonteiset ja toistuvat kontaktit sekä suunnitellut ja ei-suunnitellut kontaktit.|Lähikontaktissa osapuolet ovat vuorovaikutuksessa keskenään samassa fyysisessä paikassa tai tilassa. Lähikontakti perustuu aina reaaliaikaiseen vuorovaikutukseen. Etäkontaktissa osapuolet ovat vuorovaikutuksessa keskenään eri fyysisistä paikoista. Etäkontakti voi perustua joko reaaliaikaiseen tai ei-reaaliaikaiseen vuorovaikutukseen. Etäkontakti voidaan toteuttaa esimerkiksi puhelimitse, videoyhteydellä, sähköpostitse tai sähköisen asiointipalvelun avulla.|Reaaliaikainen kontakti tarkoittaa osapuolten välitöntä, samanaikaisesti tapahtuvaa vuorovaikutusta. Ei-reaaliaikainen kontakti tarkoittaa osapuolten eriaikaisesti tapahtuvaa vuorovaikutusta.|Lyhytkestoiset kontaktit voidaan rajata osapuolten väliseen vuorovaikutukseen, joka ajoittuu joko saman vuorokauden ajalle tai kahden vuorokauden ajalle siten, että vuorovaikutus kestää korkeintaan 18 tuntia. Pitkäkestoiset kontaktit voidaan rajata osapuolten väliseen vuorovaikutukseen, joka ajoittuu kahden tai usean vuorokauden ajalle ja kestää yli 18 tuntia. Näiden aikarajausten perusteella voidaan määrittää, että hoitojaksot perustuvat pitkäkestoisiin kontakteihin ja käynnit lyhytkestoisiin kontakteihin. Etäasiointitapahtumat perustuvat yleensä lyhytkestoisiin kontakteihin.|Kertaluonteisessa kontaktissa osapuolet ovat vuorovaikutuksessa keskenään vain yhden kerran. Vuorovaikutus voi tapahtua joko suunnitellusti tai ei-suunnitellusti. Toistuvissa kontakteissa osapuolet ovat vuorovaikutuksessa keskenään etukäteen suunnitellun sarjan mukaisesti siten, että kunkin kontaktin aikana toteutetaan samanlaiset toimenpiteet asiakkaan tai potilaan saman tunnistetun asian tai terveysongelman käsittelemiseksi.|Suunnitellussa kontaktissa osapuolet ovat vuorovaikutuksessa keskenään etukäteen sovittuna ajankohtana ja etukäteen sovitulla tavalla. Ei-suunnitellussa kontaktissa osapuolet ovat vuorovaikutuksessa keskenään yllättäen, ei-sovitulla tavalla.;Inom hälso- och sjukvården kan servicehändelser och vårdhändelser (vårdperioder, besök, händelser av ärendehantering på distans) innehålla antingen en eller flera kontakter mellan en yrkesutbildad person och kunden eller patienten.|Kontakterna kan sorteras enligt olika indelningsgrunder och egenskaper, t.ex. enligt när- och distanskontakter, kontakter i realtid och i icke-realtid, kortvariga och långvariga kontakter, kontakter av engångskaraktär och återkommande kontakter samt planerade och oplanerade kontakter.|Vid närkontakter växelverkar parterna med varandra på samma fysiska plats eller i samma rum. Närkontakt grundar sig alltid på växelverkan i realtid. Vid distanskontakt växelverkar parterna med varandra på olika fysiska platser. Distanskontakten kan grunda sig på växelverkan antingen i realtid eller icke-realtid. Distanskontakt kan genomföras till exempel via telefon, videoförbindelse, e-post eller e-tjänst.|Med kontakt i realtid avses växelverkan som sker direkt och samtidigt mellan parterna. Med kontakt i icke-realtid avses växelverkan som sker vid olika tidpunkter för parterna.|Kortvariga kontakter kan avgränsas till växelverkan mellan parterna som är förlagd till samma dygn eller två dygn, på så sätt att växelverkan sker under högs 18 timmar. Långvariga kontakter kan avgränsas till växelverkan mellan parterna som är förlagd till två eller flera dygn och varar över 18 timmar. Utifrån dessa tidsgränser kan man fastställa att vårdperioder grundar sig på långvariga kontakter och besök på kortvariga kontakter. Händelser av ärendehantering på distans grundar sig vanligen på kortvariga kontakter.|Vid kontakter av engångskaraktär växelverkar parterna med varandra endast en gång. Växelverkan kan ske antingen planerat eller oplanerat. Vid återkommande kontakter växelverkar parterna enligt en i förväg planerad serie på så sätt, att de under varje kontakt genomför liknande åtgärder för behandling av samma identifierade ärende eller hälsoproblem hos kunden eller patienten.|Vid planerade kontakter växelverkar parterna med varandra under tidpunkter och på sätt som de tillsammans har kommit överens om i förväg. Vid icke-planerade kontakter växelverkar parterna med varandra överraskande, på ett sätt som de inte har kommit överens om i förväg.;;Sosiaali- ja terveydenhuolto;Social- och hälsovård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc|5b12b9c4-532d-4ede-9525-0995069bf8a4;
dcb72286-682b-476e-b375-b65f207482f8;yhteydenotto;inledande kontakt;;;;;;;;;;;terveydenhuollon asiakkaan tai potilaan tai tämän edustajan ja palvelunantajan välinen kontakti palveluprosessin tai jonkun sen vaiheen käynnistämiseksi;kontakt mellan en patient eller kund inom hälso- och sjukvården eller dennes företrädare och tjänstetillhandahållaren för inledning av en serviceprocess eller någon fas i denna;;Yhteydenotto voi toteutua reaaliaikaisesti kasvokkain tai sähköisen asiointikanavan kautta tai ei-reaaliaikaisesti esimerkiksi viestinvaihdon kautta.;En inledande kontakt kan genomföras i realtid ansikte mot ansikte eller via en elektronisk kanal eller i icke-realtid till exempel genom meddelandeväxling.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;13f86b87-a2c4-4023-9903-ce5f6b827ff8;13f86b87-a2c4-4023-9903-ce5f6b827ff8|c16ec293-631e-48f5-9cb4-50db3e9dba20|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
455040bc-247c-47aa-9dc7-1ed9847200cd;kotihoito;hemvård;;;;;;;;;;;kotiin annettava sosiaalipalvelu, jossa huolehditaan siitä, että sosiaalihuollon asiakas suoriutuu jokapäiväiseen elämään kuuluvista toiminnoista, ja jossa annetaan myös hänen tarvitsemaansa kotisairaanhoitoa;socialservice som tillhandahålls i hemmet i syfte att säkerställa att en socialvårdsklient klarar av de funktioner som hör till det dagliga livet och där klienten också får den hemsjukvård han eller hon behöver;;Kotihoitoon kuuluu sosiaalihuollon asiakkaan yksilöllisen tarpeen mukainen hoito ja huolenpito, toimintakykyä ja vuorovaikutusta edistävä ja ylläpitävä toiminta, muu asiakkaan suoriutumista tukeva toiminta sekä terveydenhuoltolain (1326/2010) mukainen kotisairaanhoito.|Kotihoitoa järjestetään henkilölle, jonka toimintakyky on alentunut korkean iän, sairauden, vamman tai muun vastaavan syyn vuoksi, sekä henkilölle, joka tarvitsee kotihoitoa erityisen perhe- tai elämäntilanteen perusteella.;Hemvården omfattar enligt socialvårdsklientens individuella behov vård och omsorg, verksamhet som främjar och upprätthåller funktionsförmåga och interaktion, annan verksamhet som stödjer klientens förmåga att klara sig samt hemsjukvård enligt hälso- och sjukvårdslagen (1326/2010).|Hemvård ordnas för personer som behöver den på den grunden att deras funktionsförmåga är nedsatt på grund av hög ålder, sjukdom eller skada eller av någon annan motsvarande orsak och för personer som behöver den på grund av en särskild familje- eller livssituation.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;cbf6ee05-caf6-4cec-8f10-59d7927ee77b;
830ecc70-dd9b-49d6-b051-72c76afdd10b;kuntoutus;rehabilitering;;;;;;;;;;;työ- tai toimintakyvyn ylläpitämiseen, kohentamiseen tai palauttamiseen tähtäävä toiminta;verksamhet för att upprätthålla, förbättra eller återställa arbets- och funktionsförmågan;;Kuntoutus voi olla lääkinnällistä, ammatillista, sosiaalista tai kasvatuksellista kuntoutusta.|Kuntoutus perustuu yleensä kuntoutussuunnitelmaan ja sen toteutumisen arviointiin.|Lääkinnällisen ja sosiaalisen kuntoutuksen järjestäminen on hyvinvointialueiden tehtävä. Lääkinnällisestä kuntoutuksesta säädetään terveydenhuoltolaissa (1326/2010) ja sosiaalisesta kuntoutuksesta sosiaalihuoltolaissa (1301/2014). Kela järjestää Kansaneläkelaitoksen kuntoutusetuuksista ja kuntoutusrahaetuuksista annetun lain (566/2005) mukaisesti ammatillista kuntoutusta, vaativaa lääkinnällistä kuntoutusta, kuntoutuspsykoterapiaa ja harkinnanvaraista kuntoutusta sekä tukee kuntoutuksen ajan toimeentuloa.;Rehabilitering kan vara medicinsk, yrkesinriktad, social eller pedagogisk.|Rehabiliteringen grundar sig vanligen på en rehabiliteringsplan och utvärdering av dess genomförande.|Välfärdsområdena har till uppgift att ordna medicinsk och social rehabilitering. Bestämmelser om medicinsk rehabilitering finns i hälso- och sjukvårdslagen (1326/2010) och bestämmelser om social rehabilitering i socialvårdslagen (1301/2014). FPA ordnar enligt lagen om Folkpensionsanstaltens rehabiliteringsförmåner och rehabiliteringspenningförmåner (566/2005) yrkesinriktad rehabilitering, krävande medicinsk rehabilitering, rehabiliterande psykoterapi och rehabilitering enligt prövning samt stöder utkomsten under rehabiliteringen.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;;
40fe270b-1466-4a34-8f98-963dd9ca3bcc;käyntisyy;besöksorsak;;käynnin syy;;;;;;;;;muun terveydenhuollon ammattihenkilön kuin lääkärin tai hammaslääkärin arvioima syy terveydenhuollon asiakkaan tai potilaan hoitoon hakeutumiseen;orsak som har bedömts av någon annan yrkesutbildad person inom hälso- och sjukvården än en läkare eller tandläkare till att patienten eller kunden inom hälso- och sjukvården har uppsökt vård;;Vrt. diagnoosi ja tulosyy.|Käyntisyy voidaan kirjata perusterveydenhuollon ICPC 2 -luokituksen tai lääkärin aiemmin potilaalle diagnosoimien tautitilojen ICD-10-koodeja käyttäen. Potilaskertomuksessa käyntisyy kirjataan hoidon syy -otsikon alle.;Jfr diagnos och ankomstorsak.|Besöksorsaken kan antecknas genom användning av ICPC-2 Klassifikation inom primärvården eller ICD-10-koder som använts av läkare tidigare vid diagnostisering av patientens sjukdomstillstånd. I patientjournalen antecknas besöksorsaken under rubriken orsak till vård.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|f9727df6-2de5-499c-8b2b-5b2a118317fc;
d0ee1239-7440-4653-8e9f-869176587a44;lähete;remiss;;;;;;;;;;;asiakasta tai potilasta koskeva yksilöity palvelupyyntö, jonka sosiaali- tai terveydenhuollon palveluntuottaja esittää toiselle palveluntuottajalle tai saman palveluntuottajan toiselle yksikölle;individualiserad servicebegäran gällande en kund eller patient, som en tjänsteproducent inom social- eller hälsovården framför till en annan tjänsteproducent eller en annan enhet hos samma tjänsteproducent;;Terveydenhuollossa on käytössä sekä ulkoisia että sisäisiä lähetteitä. Ulkoisilla lähetteillä esitetään asiakasta tai potilasta koskeva yksilöity palvelupyyntö toiselle terveydenhuollon organisaatiolle, mikä tarkoittaa yleensä hoitovastuun siirtämistä lähetteen vastaanottavalle organisaatiolle. Sisäiset lähetteet laaditaan samassa organisaatiossa toimivalle toisen erikoisalan tai palvelualan yksikölle, jolloin hoitovastuu ei välttämättä siirry lähetteen vastaanottajalle.|Laboratorio- ja kuvantamistutkimusten pyynnöt eivät ole lähetteitä.;Inom hälso- och sjukvården används både externa och interna remisser. Med en extern remiss framförs en individualiserad servicebegäran gällande en kund eller patient till en annan organisation inom hälso- och sjukvården, vilket vanligen innebär att vårdansvaret överförs till den organisation som tar emot remissen. Interna remisser upprättas till en annan enhet som verkar inom samma organisation inom en annan specialitet eller servicebransch, varvid vårdansvaret inte nödvändigtvis överförs till mottagaren av remissen.|Begäran om laboratorie- och avbildningsundersökningar är inte remisser.;;Sosiaali- ja terveydenhuolto;Social- och hälsovård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
a4dbf696-c08c-4d91-8e39-bea1252baa78;lääkinnällinen laite;medicinteknisk produkt;;;;;;;;;;;;;;Euroopan unionin asetuksen (2017/745) mukaan lääkinnällisellä laitteella tarkoitetaan instrumenttia, laitteistoa, välinettä, ohjelmistoa, implanttia, reagenssia, materiaalia tai muuta tarviketta, jonka valmistaja on tarkoittanut käytettäväksi ihmisillä, joko yksinään tai yhdistelminä, seuraaviin lääketieteellisiin tarkoituksiin: sairauden diagnosointi, ehkäisy, ennakointi, ennusteen laatiminen, tarkkailu, hoito tai lievitys, vamman tai toimintarajoitteen diagnosointi, tarkkailu, hoito, lievitys tai kompensointi, anatomian taikka fysiologisen tai patologisen toiminnon tai tilan tutkiminen, korvaaminen tai muuntaminen, tietojen saaminen ihmiskehon ulkopuolella (in vitro) suoritettavien tutkimusten avulla ihmiskehosta otetuista näytteistä, mukaan lukien elinten, veren ja kudosten luovutukset, ja jonka pääasiallista aiottua vaikutusta ihmiskehossa tai -kehoon ei saavuteta farmakologisin, immunologisin tai metabolisin keinoin mutta jonka toimintaa voidaan tällaisilla keinoilla edistää. Myös seuraavia tuotteita pidetään lääkinnällisinä laitteina: hedelmöitymisen säätelyyn tai tukemiseen tarkoitetut laitteet, 1 artiklan 4 kohdassa tarkoitettujen laitteiden ja tämän kohdan ensimmäisessä alakohdassa tarkoitettujen laitteiden puhdistukseen, desinfiointiin tai sterilointiin nimenomaisesti tarkoitetut tuotteet.|Valmistajan tulee rekisteröidä lääkinnälliset laitteet, ja niiden tulee saada   hyväksymismerkintä sertifiointimenettelyssä. Fimea valvoo lääkinnällisten laitteiden vaatimustenmukaisuutta ja alan toimijoita Suomessa.;Enligt Europeiska unionens förordning (2017/745) avses med medicinteknisk produkt följande: instrument, apparat, anordning, programvara, implantat, reagens, material eller annan artikel som enligt tillverkaren är avsedd att, antingen separat eller i kombination, användas på människor för ett eller flera av följande medicinska ändamål, nämligen diagnos, profylax, övervakning, prediktion, prognos, behandling eller lindring av sjukdom| diagnos, övervakning, behandling, lindring av eller kompensation för en skada eller funktionsnedsättning| undersökning, ersättning eller ändring av anatomin eller av en fysiologisk eller patologisk process eller ett fysiologiskt eller patologiskt tillstånd| tillhandahållande av information genom undersökning in vitro av prover från människokroppen, inklusive donationer av organ, blod och vävnad, och som inte uppnår sin huvudsakliga, avsedda verkan i eller på människokroppen med hjälp av farmakologiska, immunologiska eller metaboliska medel, men som kan understödjas i sin funktion av sådana medel. Följande artiklar ska också anses vara medicintekniska produkter: Produkter avsedda för befruktningskontroll eller fertilitetsstöd. Artiklar särskilt avsedda för rengöring, desinficering eller sterilisering av de produkter som avses i artikel 1.4 och sådana som avses i första stycket i detta led.|Tillverkaren ska registrera medicintekniska produkter, och dessa måste få en anteckning om godkännande vid certifieringsförfarandet. Fimea övervakar överensstämmelse med kraven för medicintekniska produkter och aktörer i branschen i Finland.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;1ed31eb3-c505-4400-8125-090428de63f2;
ba51823a-05f7-4656-814a-a359071b7f91;merkintä;anteckning;;;;;;;;;;;yhden käyttäjän samalla kertaa asiakirjaan kirjaamien tai laitteen tuottamien, samojen metatietojen sitomien tietojen yksikkö;uppgiftsenhet som en användare eller en apparat på samma gång dokumenterar i en handling och som binds av samma metadata;;Merkintä on pienin terveydenhuollon prosesseissa syntyvä sisältökokonaisuus tai asiakirjallinen tieto.;En anteckning är den minsta innehållshelhet eller dokumentära information som skapas i processerna inom hälso- och sjukvården.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;;325afdf4-0fe4-4a6c-a5af-a4acc4c49b2e
d04e1f08-aaf7-4151-a346-94ee4ed2c2fc;potilasasiakirjamerkintä;anteckning i journalhandling;;;;;;;;;;;merkintä, jonka terveydenhuollon asiakkaan tai potilaan hoitoon osallistuva terveydenhuollon ammattihenkilö tekee tai laite tuottaa potilasasiakirjaan;anteckning som görs av en yrkesutbildad person inom hälso- och sjukvården som deltar i vården av en patient eller kund inom hälso- och sjukvården eller som produceras av en apparat i journalhandlingen;;Potilasasiakirjamerkintöjen tulee sisältää terveydenhuollon asiakkaan tai potilaan hyvän hoidon järjestämisen, suunnittelun, toteutuksen ja seurannan turvaamiseksi tarpeelliset sekä laajuudeltaan riittävät tiedot.|Kanta-palveluihin tallennettavien sähköisten potilasasiakirjojen rakenteissa ja merkinnöissä tulee käyttää Terveyden ja hyvinvoinnin laitoksen hyväksymien, sosiaali- ja terveydenhuollon valtakunnallisella koodistopalvelimella julkaisemien velvoittavien tietomääritysten ja koodistojen mukaisia rakenteita ja merkintöjä.;Anteckningarna i journalhandlingar ska innehålla behövliga och tillräckligt omfattande uppgifter om ordnande, planering, genomförande och uppföljning för säkerställande av god vård för patienten eller kunden inom hälso- och sjukvården.|I strukturerna och anteckningarna i de elektroniska journalhandlingar som lagras i Kanta-tjänsterna ska strukturer och anteckningar i enlighet med de bindande dataspecifikationer och kodverk som har publicerats på den nationella kodservern för social- och hälsovården och som Institutet för hälsa och välfärd har godkänt användas.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;ba51823a-05f7-4656-814a-a359071b7f91;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2;f4a8544d-3a2e-468f-8ce8-1becbb304cfc|a5cfcf7b-ff37-439b-8bb4-d73942d0497a
6bf7dd11-ef2f-4f43-b708-2a3b60113a63;potilaskertomusmerkintä;anteckning i patientjournal;;;;;;;;;;;potilaskertomukseen sisältyvä potilasasiakirjamerkintä;anteckning i en journalhandling som ingår i patientjournalen;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;d04e1f08-aaf7-4151-a346-94ee4ed2c2fc;;a5cfcf7b-ff37-439b-8bb4-d73942d0497a
7597fd23-4e45-4a33-89c8-4e877cc987f4;nykytilatiedot;uppgifter om nuvarande tillstånd;;nykytila;nuvarande tillstånd;;status;status;;;;;potilastiedot, jotka terveydenhuollon ammattihenkilö kirjaa tekemänsä tutkimuksen tai selvityksen perusteella terveydenhuollon asiakkaan tai potilaan senhetkisestä tilasta;patientuppgifter, som en yrkesutbildad person inom hälso- och sjukvården antecknar utifrån den undersökning eller utredning som han eller hon utför om tillståndet hos en patient eller kund inom hälso- och sjukvården vid den aktuella tidpunkten;;Nykytilatiedot sisältävät potilaasta tehtyjen havaintojen (ks. status) lisäksi potilaan itsensä tai hänen edustajansa kertomat tiedot potilaan terveydentilasta.;Uppgifter om nuvarande tillstånd inkluderar utöver de observationer som gjorts om patienten (se status) också uppgifter om patientens hälsotillstånd som patienten själv eller patientens företrädare har uppgett.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc|5d6434db-57b1-47a5-99a0-06c262fca3df;a5cfcf7b-ff37-439b-8bb4-d73942d0497a
c16ec293-631e-48f5-9cb4-50db3e9dba20;palveluprosessi;serviceprocess;;terveydenhuollon palveluprosessi;serviceprosess inom hälso- och sjukvården;;;;;;;;terveydenhuollon asiakkaan tai potilaan tiettyyn palvelutarpeeseen liittyvien palvelutapahtumien ja niihin sisältyvien toimintojen muodostama suunnitelmallinen sarja;systematisk serie som bildas av servicehändelser och aktiviteter som ingår i dem vid ett visst servicebehov hos patienten eller kunden inom hälso- och sjukvården;;Terveydenhuollon palveluprosessin aliprosesseja voivat olla hoitoprosessi, ohjausprosessi tai tutkimusprosessi.;I en serviceprocess inom hälso- och sjukvården kan vårdprocess, handledningsprocess eller undersökningsprocess vara underprocesser.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|a3dabdcf-e8b0-4058-b277-33480c5a7e87|f9727df6-2de5-499c-8b2b-5b2a118317fc;
0ad7ac12-049f-4271-ac9b-d5f503ac2c8d;hoitoprosessi;vårdprocess;;> kliininen prosessi;> klinisk process;;;;;;;;terveydenhuollon asiakkaan tai potilaan tiettyyn terveysongelmaan tai terveysongelmien kokonaisuuteen kohdistuvien hoitotapahtumien muodostama  palveluprosessi;serviceprocess som bildas av vårdhändelser för ett visst eller vissa hälsoproblem hos en patient eller kund inom hälso- och sjukvården;;Hoitoprosessin eri vaiheita ovat tulotilanne, hoidon suunnittelu, hoidon toteutus ja hoidon arviointi.;Olika faser i vårdprocessen är ankomstsituation, planering av vården, genomförande av vården och bedömning av vården.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;c16ec293-631e-48f5-9cb4-50db3e9dba20;ae757a93-6bc7-4dd9-adba-2642eeea27fb|5b12b9c4-532d-4ede-9525-0995069bf8a4|f9727df6-2de5-499c-8b2b-5b2a118317fc;
