id;properties.prefLabel.fi;properties.prefLabel.sv;properties.prefLabel.en;properties.altLabel.fi;properties.altLabel.sv;properties.altLabel.en;properties.avoidableLabel.fi;properties.avoidableLabel.sv;properties.avoidableLabel.en;properties.deprecatedLabel.fi;properties.deprecatedLabel.sv;properties.deprecatedLabel.en;properties.definition.fi;properties.definition.sv;properties.definition.en;properties.note.fi;properties.note.sv;properties.note.en;properties.scopeNote.fi;properties.scopeNote.sv;properties.scopeNote.en;references.status.id;references.broader.id;references.related.id;references.partOf.id
343e620c-5197-4707-8664-eadb6c1268c7;episoditunnus;episodbeteckning;;;;;;;;;;;potilastietojärjestelmän tuottama tunniste, jonka avulla samaan terveysongelmaan tai asioinnin aiheeseen liittyvät hoitoepisodien diagnoosi- ja käyntisyykirjaukset voidaan liittää samaan palvelukokonaisuuteen;beteckning som produceras av patientdatasystemet med vars hjälp diagnos- och besöksanteckningar för vårdepisoder som gäller samma hälsoproblem eller besöksorsak kan kopplas till samma servicehelhet;;Episoditunnuksella yhteen liitettävä palvelukokonaisuus voi sisältää yhden tai useita hoitoepisodeja.;En servicehelhet som kopplas samman med en episodbeteckning kan innehålla en eller flera vårdepisoder.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae30b7b9-172b-466b-8ca7-f0f9cdf82cc6|534c160d-1b36-43e2-8994-2f88d07db44a|5b12b9c4-532d-4ede-9525-0995069bf8a4|40fe270b-1466-4a34-8f98-963dd9ca3bcc|3c8cf675-ecc8-4af7-829b-8adfdecfab51;
ad1f7a55-2d29-4bb4-8b41-b757cbaa98ae;esitiedot;anamnes;;anamneesi;;;;;;;;;potilastiedot, jotka terveydenhuollon asiakas tai potilas tai hänen edustajansa antaa tai tuottaa tai jotka on koottu asiakkaan tai potilaan aikaisemmista potilaskertomusmerkinnöistä ja jotka liittyvät terveystarkastuksiin tai terveysongelmien alkamiseen, oireisiin ja kulkuun tai hoitoon vaikuttaviin muihin oleellisiin tekijöihin;patientuppgifter, som patienten eller kunden inom hälso- och sjukvården eller hans eller hennes företrädare ger eller producerar eller som har sammanställts från tidigare anteckningar i patientjournalen om patienten eller kunden och som är förknippade med hälsoundersökningar eller hälsoproblemens uppkomst, symtom och förlopp eller andra väsentliga faktorer som inverkar på vården;;;;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2|5b12b9c4-532d-4ede-9525-0995069bf8a4|6bf7dd11-ef2f-4f43-b708-2a3b60113a63|f9727df6-2de5-499c-8b2b-5b2a118317fc|b58fc638-2cf8-4e3e-95a1-76271887720a;a5cfcf7b-ff37-439b-8bb4-d73942d0497a
0132e92f-dc50-4a50-8098-49373d2a4c4a;fysiologinen mittaustulos;resultat av en fysiologisk mätning;;~ fysiologinen mittaus;~ fysiologisk mätning;;;;;;;;terveydenhuollon asiakkaan tai potilaan elintapojen, fyysisten elintoimintojen tai ominaisuuksien mittaamisesta tai arvioinnista saatu tulos;resultat från mätning eller bedömning av levnadsvanor, fysiska livsfunktioner eller egenskaper hos en patient eller kund inom hälso- och sjukvården;;Mittaustulos esitetään yleensä fysikaalisen suureen arvona tietyn mittayksikön mukaisesti.|Puhekielessä fysiologisiin mittaustuloksiin viitataan usein lähikäsitteen nimityksellä fysiologinen mittaus, joka tarkoittaa mittaamista toimintana.;Mätresultatet presenteras vanligen som ett fysikaliskt storhetsvärde enligt en viss måttenhet.|I talspråk hänvisar man i fråga om fysiologiska mätresultat ofta till den närliggande benämningen fysiologisk mätning, som betyder mätning som en handling.;;Terveydenhuolto;Hälso- och sjukvård;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
2371fdc2-6b8b-47fa-95d5-1b80605feb36;hoidon arviointi;bedömning av vården;;;vårdbedömning|utvärdering av vården;;;;;;;;hoitoprosessin vaihe, jossa terveydenhuollon ammattihenkilö ja asiakas tai potilas tai tarvittaessa tämän edustaja arvioivat hoidon toteutusta ja asiakkaan tai potilaan voinnissa tapahtuneita muutoksia suhteessa hoidon suunnittelussa asetettuihin hoidon tavoitteisiin;fas i vårdprocessen, där en yrkesutbildad person inom hälso- och sjukvården och kunden eller patienten eller vid behov dennes företrädare bedömer genomförandet av vården och förändringar i kundens eller patientens tillstånd i förhållande till de mål som satts i planeringen av vården;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|088ea7da-e212-4d38-abcb-e7eaa8e9088a|be552dbe-0dfd-40e3-8546-281365a92f12|ec80139e-0a5c-4b1d-a62c-56528778fdd6|f9727df6-2de5-499c-8b2b-5b2a118317fc|11bab8bd-ca36-40ef-b1f2-fcce285a01e5;0ad7ac12-049f-4271-ac9b-d5f503ac2c8d
3ff9fa46-ca64-4f86-9699-c247d0c88a7e;hoidon saatavuus;tillgång till vården;;;;;;;;;;;terveydenhuollon palvelunantajan kyky tarjota asiakkaalle tai potilaalle hänen hoidon tarpeitaan vastaavia palveluja riittävästi ja oikea-aikaisesti;förmåga hos tillhandahållaren av hälso- och sjukvård att erbjuda kunden eller patienten tjänster som motsvarar hans eller hennes behov i tillräcklig omfattning och i rätt tid;;Hoidon saatavuutta seurataan ja arvioidaan yleensä vain julkisesti rahoitetuissa terveydenhuollon palveluissa, mutta arvioinnin ja seurannan kohteina voivat olla sekä julkiset että yksityiset palvelunantajat.|Hoidon saatavuus voidaan todentaa esimerkiksi hoitoon pääsyn toteutumista koskevilla tiedoilla niissä palveluissa, joista kerätään tietoa valtakunnalliseen hoitoilmoitusrekisteriin (Hilmo).;Tillgången till vården följs upp och bedöms vanligen endast i offentligt finansierade hälso- och sjukvårdstjänster, men objekten för bedömning och uppföljning kan vara både offentliga och privata tjänstetillhandahållare.|Tillgången till vården kan konstateras till exempel med uppgifter om hur möjligheten att få vård (väntetider) uppfylls i dessa tjänster. Uppgifter om detta samlas in i det riksomfattande vårdanmälningsregistret (Hilmo).;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|60809772-5603-4471-825c-26ed3669df0d;
be552dbe-0dfd-40e3-8546-281365a92f12;hoidon suunnittelu;planering av vården;;;vårdplanering;;;;;;;;hoitoprosessin vaihe, jossa terveydenhuollon ammattihenkilö ja asiakas tai potilas tai tarvittaessa tämän edustaja yhteistyössä suunnittelevat asiakkaan tai potilaan hoidon tavoitteet ja toteutuksen;fas i vårdprocessen, där en yrkesutbildad person inom hälso- och sjukvården i samarbete med kunden eller patienten eller vid behov dennes företrädare planerar målen för och genomförandet av kundens eller patientens vård;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;088ea7da-e212-4d38-abcb-e7eaa8e9088a|ae757a93-6bc7-4dd9-adba-2642eeea27fb|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ec80139e-0a5c-4b1d-a62c-56528778fdd6|f9727df6-2de5-499c-8b2b-5b2a118317fc;0ad7ac12-049f-4271-ac9b-d5f503ac2c8d
915fb516-c23d-4e38-a44f-15b16ea20759;hoidon tarpeen arviointi;bedömning av vårdbehov;;hoidontarpeen arviointi;vårdbehovsbedömning;;;;;;;;hoitoprosessin eri vaiheisiin kuuluva toiminta, jossa terveydenhuollon ammattihenkilö mahdollisuuksien mukaan yhteisymmärryksessä asiakkaan tai potilaan tai tarvittaessa tämän edustajan kanssa tekee arvion asiakkaan tai potilaan tarvitsemasta hoidosta ja sen kiireellisyydestä;verksamhet som hör till olika faser i vårdprocessen och där en yrkesutbildad person inom hälso- och sjukvården enligt möjligheter i samförstånd med kunden eller patienten eller vid behov med dennes företrädare gör en bedömning av den vård kunden eller patienten behöver och hur brådskande den är;;Kiireettömän hoidon tarpeen arvioinnin lakisääteisistä määräajoista ja muista ehdoista perusterveydenhuollossa, erikoissairaanhoidossa ja lasten ja nuorten mielenterveyspalveluissa säädetään terveydenhuoltolaissa (1326/2010 § 51, § 52 ja § 53). Näiden määräaikojen ja ehtojen perusteella seurataan terveydenhuollon eri palvelunantajien hoitoon pääsyn toteutumista.;Lagstadgade tidsfrister och andra villkor för bedömning av behov av icke-brådskande vård inom primärvården, den specialiserade sjukvården och mentalvårdstjänster för barn och ungdomar föreskrivs i hälso- och sjukvårdslagen (1326/2010 § 51, § 52 och § 53). Genomförandet av möjligheten till vård (väntetider) hos olika tjänstetillhandahållare inom hälso- och sjukvården följs upp enligt dessa tidsfrister och villkor.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|60809772-5603-4471-825c-26ed3669df0d|f9727df6-2de5-499c-8b2b-5b2a118317fc|1ed31eb3-c505-4400-8125-090428de63f2;0ad7ac12-049f-4271-ac9b-d5f503ac2c8d
088ea7da-e212-4d38-abcb-e7eaa8e9088a;hoidon tavoite;vårdmål;;;mål för vården;;;;;;;;terveydenhuollon asiakkaan tai potilaan tai tarvittaessa tämän edustajan ja terveydenhuollon ammattihenkilön yhdessä sopima tavoite sille, mihin hoidolla pyritään asiakkaan tai potilaan terveydentilassa;mål gällande hälsotillståndet hos en patient eller kund inom hälso- och sjukvården som man strävar efter med vården och som kunden eller patienten eller vid behov dennes företrädare och en yrkesutbildad person inom hälso- och sjukvården tillsammans kommer överens om;;Hoidon tavoitteita voivat olla esimerkiksi asiakkaan tai potilaan terveydentilan, toimintakyvyn tai psyykkisen hyvinvoinnin koheneminen tai niiden ylläpito.;Vårdmål kan till exempel vara att förbättra eller upprätthålla kundens eller patientens hälsotillstånd, funktionsförmåga eller psykiska välbefinnande.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;1ed31eb3-c505-4400-8125-090428de63f2|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc;
ec80139e-0a5c-4b1d-a62c-56528778fdd6;hoidon toteutus;genomförande av vården;;;;;;;;;;;hoitoprosessin vaihe, jossa terveydenhuollon ammattihenkilö ja asiakas tai potilas toteuttavat suunnitellun hoidon saavuttaakseen yhdessä sovitut hoidon tavoitteet;fas i vårdprocessen, där en yrkesutbildad person inom hälso- och sjukvården och kunden eller patienten genomför den planerade vården för att uppnå de vårdmål som de tillsammans har kommit överens om;;Hoidon toteutuksessa käytettäviä keinoja ja menetelmiä voivat olla esimerkiksi tutkimukset, toimenpiteet, hoitotoimet, lääkehoidot ja rokotukset sekä asiakkaalle tai potilaalle annettu omahoidon ohjeistus ravitsemuksesta, liikunnasta ja muista elintavoista.|Laillistettu lääkäri tai hammaslääkäri päättää potilaan lääketieteellisestä tutkimuksesta, taudinmäärityksestä ja siihen liittyvästä hoidosta.;Metoder som används vid genomförandet av vården kan vara till exempel undersökningar, åtgärder, vårdåtgärder, läkemedelsbehandlingar och vaccinationer samt handledning som ges till kunden eller patienten för assisterad egenvård om kost, motion och andra levnadsvanor.|En legitimerad läkare eller tandläkare beslutar om medicinsk undersökning av en patient, diagnostisering och den vård som ska ges.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;1ed31eb3-c505-4400-8125-090428de63f2|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f9727df6-2de5-499c-8b2b-5b2a118317fc|11bab8bd-ca36-40ef-b1f2-fcce285a01e5|088ea7da-e212-4d38-abcb-e7eaa8e9088a;0ad7ac12-049f-4271-ac9b-d5f503ac2c8d
1ed31eb3-c505-4400-8125-090428de63f2;hoito;vård;;> terveydenhoito|> sairaanhoito;behandling|> hälsovård|> sjukvård;;;;;;;;terveydenhuollon asiakkaan tai potilaan ja ammattihenkilöiden toimet, jotka tähtäävät asiakkaan tai potilaan hyvinvoinnin ja terveyden edistämiseen ja ylläpitoon, hänen terveysongelmiensa tutkimiseen, lievittämiseen tai poistamiseen tai hänen kärsimystensä lievittämiseen;åtgärder av en kund eller patient och yrkesutbildade personer inom hälso- och sjukvården som är inriktade på att främja och upprätthålla kundens eller patientens välbefinnande och hälsa eller att undersöka, lindra eller avlägsna problem i kundens eller patientens hälsotillstånd;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|5b12b9c4-532d-4ede-9525-0995069bf8a4|f9727df6-2de5-499c-8b2b-5b2a118317fc;
6843b49a-54fb-4ca7-9219-7327e8d8fcca;kiireellinen hoito;brådskande sjukvård;;;;;;;;;;;äkillisen sairastumisen, vamman, pitkäaikaissairauden vaikeutumisen tai toimintakyvyn heikkenemisen edellyttämä välitön hoito, jota ei voida siirtää ilman, että terveydenhuollon asiakkaan tai potilaan terveysongelma pahenee, vamma vaikeutuu tai toimintakyky heikkenee;omedelbar vård som krävs vid plötsligt insjuknande, en skada, förvärrad kronisk sjukdom eller försämrad funktionsförmåga och som inte kan flyttas utan att hälsoproblemet hos patienten eller kunden inom hälso- och sjukvården förvärras, skadan försvåras eller funktionsförmågan försämras;;Terveydenhuollon asiakkaan tai potilaan on päästävä kiireelliseen hoitoon heti huolimatta siitä, missä hän asuu. Kiireellistä hoitoa varten terveydenhuollon palvelunjärjestäjien on varmistettava, että terveyskeskuksissa ja sairaaloissa on päivystysvastaanotot (terveydenhuoltolaki 1326/2010, § 50).|Kiireellistä hoitoa ovat erikoissairaanhoidon ja perusterveydenhuollon kiirevastaanotoilla annettava hoito, yhteispäivystyksissä annettava kiireellinen hoito, akuuttihoito erikoissairaanhoidon päivystysyksiköissä sekä ensihoito.;En patient eller kund inom hälso- och sjukvården ska ges möjlighet att komma till brådskande sjukvård omedelbart oberoende av var han eller hon är bosatt. Anordnare av tjänster inom hälso- och sjukvården ska säkerställa att det finns jourmottagningar på hälsovårdscentralerna och sjukhusen (50 § i hälso- och sjukvårdslagen 1326/2010).|Brådskande sjukvård är vård som ges på mottagningar för brådskande sjukvård inom den specialiserade sjukvården och primärvården, brådskande sjukvård som ges på samjourer, akutvård på jourenheter inom den specialiserade sjukvården samt prehospital akutsjukvård.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;1ed31eb3-c505-4400-8125-090428de63f2;5b12b9c4-532d-4ede-9525-0995069bf8a4|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
4581fabe-ee9f-4771-8932-ab23025882b3;akuuttihoito;akutvård;;;;;;;;;;;äkillisesti sairastuneelle tai loukkaantuneelle henkilölle erikoissairaanhoidon päivystysyksikössä annettava kiireellinen hoito ja tarvittaessa kiireellisen jatkohoidon järjestäminen;brådskande sjukvård som ges på en jourenhet inom den specialiserade sjukvården till en person som har insjuknat eller skadats plötsligt och vid behov ordnande av brådskande fortsatt vård;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;6843b49a-54fb-4ca7-9219-7327e8d8fcca;;
f684b7e4-cf40-43a8-934d-65afac53ed77;ensihoito;prehospital akutsjukvård;;;;;;;;;;;äkillisesti sairastuneelle tai loukkaantuneelle henkilölle tapahtumapaikalla annettava kiireellinen hoito ja tarvittaessa henkilön kuljettaminen terveydenhuollon hoitoyksikköön;brådskande sjukvård på händelseplatsen av en person som plötsligt har insjuknat eller skadat sig och vid behov transport av personen till en hälso- och sjukvårdsenhet;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;6843b49a-54fb-4ca7-9219-7327e8d8fcca;;
6907b364-6ab1-4293-ae7d-ff77fdefa959;kiireetön hoito;icke-brådskande vård;;;;;;;;;;;hoito silloin, kun terveydenhuollon asiakkaan tai potillaan terveydentila ei edellytä välitöntä hoitoon pääsyä;vård när hälsotillståndet hos patienten eller kunden inom hälso- och sjukvården inte kräver omedelbar vård;;Kiireettömän hoidon toteutuksen ajankohta ja tapa ovat valittavissa. Kiireetön hoito voidaan antaa asiakkaalle tai potilaalle myös yhteydenoton aikana tai välittömästi sen jälkeen.|Kiireettömään hoitoon pääsyn aikarajoista ja muista ehdoista perusterveydenhuollossa ja erikoissairaanhoidossa on säädetty terveydenhuoltolaissa (1326/2010 § 51, 52 ja 53).|Myös kiireettömän hoidon kiireellisyys tulee arvioida sekä perusterveydenhuollossa että erikoissairaanhoidossa.;Tidpunkten och metoden för genomförande av icke-brådskande vård kan väljas. Icke-brådskande vård kan också ges till kunden eller patienten under kontakten eller omedelbart därefter.|Tidsgränser för väntetid till icke-brådskande vård och andra villkor inom primärvården och den specialiserade sjukvården föreskrivs i hälso- och sjukvårdslagen (1326/2010 § 51, 52 och 53).|Även vid icke-brådskande vård ska man bedöma hur brådskande vården är både inom primärvården och den specialiserade sjukvården.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;1ed31eb3-c505-4400-8125-090428de63f2;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|f33a1ebc-ee02-4d94-8b36-9039ca0ddcd7;
cbf6ee05-caf6-4cec-8f10-59d7927ee77b;kotisairaanhoito;hemsjukvård;;;;;;;;;;;tilapäinen tai hoito- ja palvelusuunnitelman mukainen, potilaan asuinpaikassa, kotona tai siihen verrattavassa paikassa moniammatillisesti toteutettava terveyden- ja sairaanhoito;hälso- och sjukvård enligt vård- och serviceplanen eller tillfälligt som genomförs multidisciplinärt på patientens boningsort, hemma eller på en jämförbar plats;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;1ed31eb3-c505-4400-8125-090428de63f2;ae757a93-6bc7-4dd9-adba-2642eeea27fb;
88e5a8d5-c5a8-47a2-bbc3-b0bdb29d9b8c;ohjattu omahoito;assisterad egenvård;;omahoito;egenvård;;;;;;;;terveydenhuollon asiakkaan tai potilaan itsensä toteuttama mutta ammattihenkilön kanssa yhdessä suunnittelema hoito;vård som en patient eller kund inom hälso- och sjukvården producerar själv, men som kunden eller patienten har planerat tillsammans med en yrkesutbildad person;;Ohjattu omahoito pyritään suunnittelemaan niin, että se sopii parhaiten asiakkaan tai potilaan kulloiseenkin hoidon tarpeeseen, muutosmotivaatioon ja  yksilöllisiin resursseihin tai on muutoin asiakkaan tai potilaan riskien arvioinnin perusteella valittu paras mahdollinen hoitolinja.;Man strävar efter att planera assisterad egenvård på så sätt att den på bästa sätt motsvarar kundens eller patientens aktuella vårdbehov, förändringsmotivation och  individuella resurser eller i övrigt är den bästa möjliga vårdlinjen utifrån bedömningen av patientens eller kundens risker.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;1ed31eb3-c505-4400-8125-090428de63f2;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
ae30b7b9-172b-466b-8ca7-f0f9cdf82cc6;hoitoepisodi;vårdepisod;;terveysongelman episodi|episodi;;;;;;;;;terveydenhuollon asiakkaan tai potilaan tiettyyn terveysongelmaan tai muuhun asioinnin aiheeseen liittyvien palvelutapahtumien muodostama ajallinen kokonaisuus;tidsmässig helhet som bildas av servicehändelser eller annan anknytande ärendeskötsel för ett visst hälsoproblem hos en patient eller kund inom hälso- och sjukvården;;Hoitoepisodit voidaan rajata ajallisesti eri tavoin, esimerkiksi yhden kalenterivuoden tai usean vuoden mittaisiksi. Hoitoepisodit voidaan rajata myös joko palveluntuottajakohtaisesti tai niin, että episodiin otetaan mukaan asiakkaan tai potilaan samaan terveysongelmaan liittyvät palvelutapahtumat eri terveydenhuollon organisaatioissa.;Vårdepisoder kan begränsas tidsmässigt på olika sätt, så att de till exempel omfattar ett eller flera år. Vårdepisoder kan också begränsas antingen enligt tjänsteproducent eller på så sätt att servicehändelser i olika hälso- och sjukvårdsorganisationer vilka anknyter till samma hälsoproblem hos kunden eller patienten tas med i episoden.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;5b12b9c4-532d-4ede-9525-0995069bf8a4|ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2|f9727df6-2de5-499c-8b2b-5b2a118317fc;
abaecbe3-fbdc-47a8-8a61-d96c07458970;hoitoisuus;vårdtyngd;;;vårdklass;;;;;;;;terveydenhuollon asiakkaan tai potilaan saaman hoidon arvioitu vaativuus hoitohenkilöstön mitoittamiseksi sekä hoitotyön kustannusten ja laadun arvioimiseksi;uppskattning av hur krävande vård en patient eller kund inom hälso- och sjukvården har fått för dimensionering av vårdpersonalen och bedömning av kostnaderna och kvaliteten för vårdarbetet;;Hoitohenkilöstöllä tarkoitetaan esim. sairaanhoitajia, kätilöitä ja lähihoitajia mutta ei lääkäreitä tai terapeutteja.|Hoitoisuutta voidaan arvioida erilaisilla hoitoisuusluokitusmittareilla.;Med vårdpersonal avses till exempel sjukskötare, barnmorskor och närvårdare men inte läkare eller terapeuter.|Vårdtyngden kan bedömmas med olika mätare för vårdtyngdsklassificering.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;ae757a93-6bc7-4dd9-adba-2642eeea27fb|1ed31eb3-c505-4400-8125-090428de63f2|f9727df6-2de5-499c-8b2b-5b2a118317fc;
e5744be3-7385-4d8b-a90a-0cf6eed4c18a;hoitojono;vårdkö;;;;;;;;;;;kiireettömään hoitoon pääsyä kiireellisyysjärjestyksessä odottavien henkilöiden joukko;kö till icke-brådskande vård för en grupp personer som väntar i prioritetsordning;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f33a1ebc-ee02-4d94-8b36-9039ca0ddcd7|6907b364-6ab1-4293-ae7d-ff77fdefa959;
f33a1ebc-ee02-4d94-8b36-9039ca0ddcd7;hoitoon pääsy;~ väntetid inom vården;;hoitoonpääsy;~ möjlighet att få vård;;hoitotakuu;vårdgaranti;;;;;terveydenhuollon palvelunantajan kyky käynnistää ja toteuttaa yhteydenoton tai lähetteen saapumisen jälkeen hoidon tarpeen arviointi sekä arvioinnin mukainen hoito lainsäädännössä määritettyjen aikarajojen ja muiden ehtojen mukaisesti;förmåga hos tjänstetillhandahållaren inom hälso- och sjukvården att efter en kontakt eller att en remiss inkommit inleda och genomföra bedömning av vårdbehovet samt ge vård enligt bedömningen inom den lagstadgade tidsfristen och enligt övriga villkor;;Terveyden ja hyvinvoinnin laitos raportoi hoitoon pääsyn tietoja, ja aluehallintovirastot ja Valvira valvovat hoitoon pääsyn toteutumista eri palvelunantajien toiminnassa.|Termiä hoitotakuu ei suositeta käytettäväksi hoitoon pääsystä, koska sen voi tulkita tarkoittavan subjektiivista oikeutta saada hoitoa tiettynä aikana tietyltä palvelunantajalta, eikä tällaista oikeutta ole terveydenhuollossa (vrt. esimerkiksi subjektiivinen oikeus varhaiskasvatukseen).;Institutet för hälsa och välfärd rapporterar uppgifter om väntetider inom vården, och regionförvaltningsverken och Valvira övervakar genomförandet av möjligheten att få vård (väntetider) i olika tjänstetillhandahållares verksamhet.|Termen vårdgaranti rekommenderas inte i betydelsen väntetider inom vården, eftersom detta kan tolkas som subjektiv rätt att få vård inom en viss tid hos en viss tjänstetillhandahållare, och en sådan rätt finns inte inom hälso- och sjukvården (jfr. till exempel subjektiv rätt till småbarnspedagogik).;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;1ed31eb3-c505-4400-8125-090428de63f2|915fb516-c23d-4e38-a44f-15b16ea20759|dcb72286-682b-476e-b375-b65f207482f8|d0ee1239-7440-4653-8e9f-869176587a44;
f94779e9-10f4-4f59-a3f5-14eec64c3f35;hoitosuhde;vårdrelation;;;vårdförhållande;;;;;;;;tiettyyn hoitovastuuseen liittyvä terveydenhuollon ammattihenkilön ja asiakkaan tai potilaan välinen vuorovaikutussuhde;interaktion som är förknippad med ett visst vårdansvar mellan en yrkesutbildad person inom hälso- och sjukvården och kunden eller patienten;;;;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;11bab8bd-ca36-40ef-b1f2-fcce285a01e5|ae757a93-6bc7-4dd9-adba-2642eeea27fb|51175697-dada-4418-bc40-f26bc674b287;
6e3ef73d-dfd6-44a0-9f9b-eb0b838087cf;hoitotarvike;förbrukningsartikel;;;sjukvårdsartikel|vårdtillbehör;;;;;;;;tarvike, joka on tarkoitettu terveydenhuollon asiakkaiden ja potilaiden hoitoa varten;artikel, som är avsedd för vård av patienter eller kunder inom hälso- och sjukvården;;Hoitotarvikkeita ovat esimerkiksi verensokeriliuskat, insuliiniruiskut, katetrit, kanyylit, tyhjennyspussit, sidetarvikkeet, vaipat, maskit, happiletkut, happiviikset ja suodattimet.;Exempel på förbrukningsartiklar är teststickor, insulinsprutor, katetrar, kanyler, tömningspåsar, blöjor, masker, syreslangar, näsgrimma samt filter.;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb;
5384e959-725e-429e-8b7a-189a812a8292;hoitotoimi;vårdåtgärd;;;vårdaktivitet;;hoitotyön toiminto;vårdfunktion;;toimenpide;;;terveydenhuollon asiakkaan tai potilaan hoidon suunnitteluun tai toteutukseen kuuluva, terveydenhuollon ammattihenkilön tekemä yksittäinen toiminto tai toimintojen kokonaisuus;enskild åtgärd eller en åtgärdshelhet som utförs av en yrkesutbildad person inom hälso- och sjukvården och som ingår i planeringen eller genomförandet av vården för en patient eller kund inom hälso- och sjukvården;;Osa hoitotoimista voi olla hoidollisia toimenpiteitä (esim. ompeleen poistaminen, haavanhoito) ja osa voi olla potilaan auttamista tai ohjausta päivittäisissä toiminnoissa (esim. ruokailussa, peseytymisessä).;En del av vårdåtgärderna kan vara behandlingsåtgärder (t.ex. att ta bort stygn, sårvård) och en del kan vara att hjälpa och handleda patienten i dagliga funktioner (t.ex. vid måltider, skötsel av hygienen).;;;;;66d50c5b-a250-4401-ba9c-fb772f6f27d8;33554c74-3509-4c4c-957f-e7c29885a9b9;f9727df6-2de5-499c-8b2b-5b2a118317fc|ae757a93-6bc7-4dd9-adba-2642eeea27fb|ec80139e-0a5c-4b1d-a62c-56528778fdd6|be552dbe-0dfd-40e3-8546-281365a92f12;be552dbe-0dfd-40e3-8546-281365a92f12|ec80139e-0a5c-4b1d-a62c-56528778fdd6
